的	白勹丶
𘔟	一{女下}{女下}{叚右角}{身字框}二匕
𘔠	一{女下}{女下}干丨䒑十
𘔡	一{女下}{女下}人⺃{横两撇}乂丨
𘔢	一⺃{女下}丨丨{刀中}{女下}
𘔣	一⺃{女下}丨己二二
𘔤	一䒑{女下}{叚右角}{身字框}{纵两撇}㐅
𘔥	一䒑{女下}一几二{纵两撇}㐅
𘔦	一{刀中}{且无横}一{带字头}{横两撇}人丨
𘔧	一乛丶一𘠸
𘔨	一乛丶一𘠸{纵两撇}㐅
𘔩	一乛丶一𘠸{横两撇}{乔字底}己二二
𘔪	一乛丶{丙三}丨{纵两撇}㐅
𘔫	一乛丶{丙三}丨一{叚右角}{身字框}
𘔬	一乛丶{丙三}丨乛{横两点}丨{身字框}
𘔭	一乛丶{丙三}丨{刀中}几二丿
𘔮	一乛丶{丙三}丨乛卄{叚右角}几
𘔯	{卢字头}乛一{身字框}一{纵两撇}㐅
𘔰	{女下}{纵两撇}㐅乛
𘔱	{女下}{纵两撇}㐅乛丨{卬字旁}乛
𘔲	{女下}{纵两撇}㐅一{叚右角}{身字框}
𘔳	{女下}{纵两撇}㐅{女下}乂
𘔴	{女下}{纵两撇}㐅{女下}{女下}
𘔵	{女下}{纵两撇}㐅丷乛丿㐅几一
𘔶	{女下}{纵两撇}㐅厂又几一
𘔷	{女下}{纵两撇}㐅一几二乛㐅
𘔸	{女下}{纵两撇}㐅厂又二匕
𘔹	{女下}{纵两撇}㐅一{女下}丨{女下}
𘔺	{女下}{纵两撇}㐅{女下}{女下}匕
𘔻	{女下}{纵两撇}㐅{带字头}丨亠{女下}
𘔼	{女下}{女下}丨丨{纵两撇}㐅
𘔽	{女下}{女下}丨丨乛龷
𘔾	{女下}乂{身字框}{横两撇}{身字框}一
𘔿	{女下}乂{身字框}{女下}乂几一
𘕀	{女下}乂{身字框}{尚字头}{卬字旁}乛二
𘕁	亠{卢字头}乛二丷丨{纵两撇}㐅
𘕂	亠丨{纵两撇}㐅二匕
𘕃	亠丨{纵两撇}㐅一{见二}乛
𘕄	广{纵两撇}㐅{女下}乛
𘕅	广{纵两撇}㐅{尚字头}{卬字旁}乛
𘕆	广{纵两撇}㐅丷乛丿㐅
𘕇	广乛{女下}乛
𘕈	广乛{女下}几丿
𘕉	亠{纵两撇}㐅丨{叚右角}几一
𘕊	亠{纵两撇}㐅丨乛{横两点}{叚右角}几一
𘕋	䒑{丙三}丨一{身字框}一
𘕌	䒑丨干一乛丿
𘕍	䒑丨干{叚右角}乛
𘕎	䒑丨一{身字框}{候右角}{女下}乂
𘕏	䒑丨一{身字框}一{带字头}{卢字头}乛
𘕐	丷土{身字框}{女下}丶
𘕑	丷土{身字框}一⺃三
𘕒	丷土{身字框}丿{女下}丶
𘕓	丷土{身字框}{叚右角}{女下}
𘕔	丷土{身字框}乛{横两点}{身字框}
𘕕	丷土{身字框}{埓上角}乂
𘕖	丷土{身字框}丷乛丿㐅
𘕗	丷土{身字框}乛丶{女下}
𘕘	丷土{身字框}乛龷一{身字框}
𘕙	丷土{身字框}乛龷一几
𘕚	丷土{身字框}{叚右角}{女下}亠匕
𘕛	䒑丨{女下}厂又
𘕜	䒑丨{女下}一几二
𘕝	䒑丨{女下}{刀中}几丿
𘕞	䒑丨{女下}亠丨{女下}
𘕟	䒑丨{女下}{尚字头}一{身字框}
𘕠	䒑丨{女下}丷乛丿㐅几一
𘕡	䒑丨{女下}{叚右角}丨{女下}
𘕢	䒑丨{女下}乛龷{身字框}
𘕣	䒑{身字框}二{叚右角}{纵两撇}㐅
𘕤	{刀中}一{身字框}二{纵两撇}㐅
𘕥	{刀中}一{身字框}二䒑几一
𘕦	{刀中}一{身字框}二{叚右角}{纵两撇}㐅
𘕧	{刀中}一{身字框}二{纵两撇}㐅二匕
𘕨	{刀中}一{身字框}二䒑一乛丿{纵两撇}㐅
𘕩	{刀中}一{身字框}二䒑一乛丿{纵两撇}㐅
𘕪	䒑⺃三一{身字框}二
𘕫	丷丨丰{女下}乛
𘕬	丷丨丰丿{女下}乛
𘕭	丷丨丰乛卄干
𘕮	丷丨二乛丿{临字旁}
𘕯	丷丨二乛丿丿{乔字底}
𘕰	{尚字头}{身字框}二
𘕱	{尚字头}{身字框}二{黽左角}
𘕲	{尚字头}{身字框}二丨{纵两撇}㐅
𘕳	{尚字头}{身字框}二{横两撇}人丨
𘕴	{尚字头}{身字框}二亠几丿
𘕵	{尚字头}{身字框}二亠{女下}
𘕶	{尚字头}{身字框}二亠{纵两撇}㐅
𘕷	{尚字头}{身字框}二乛卄干{女下}
𘕸	丷丨{纵两撇}㐅匕
𘕹	丷丨{纵两撇}㐅一几一
𘕺	丷丨{纵两撇}㐅几二
𘕻	丷丨{纵两撇}㐅{叚右角}{身字框}一
𘕼	丷丨{纵两撇}㐅乛丨{卬字旁}乛二
𘕽	丷丨{纵两撇}㐅{叚右角}{身字框}一匕
𘕾	{尚字头}{卬字旁}{女下}{卢字头}乛二
𘕿	{尚字头}{卬字旁}乛二{黽左角}
𘖀	{尚字头}{卬字旁}乛二丿{化字边}丶
𘖁	{尚字头}{卬字旁}乛二丅⺃{女下}
𘖂	{刀中}{女下}乂䒑十{黽左角}
𘖃	{刀中}亠一{身字框}一丨乛丶
𘖄	{刀中}{刀中}{女下}⺃三
𘖅	丷{叚右角}一{身字框}{纵两撇}㐅
𘖆	丷{叚右角}一八
𘖇	丷{叚右角}一八几一
𘖈	丷{叚右角}一八{身字框}{纵两撇}㐅
𘖉	丷{叚右角}{身字框}一亠丨{女下}
𘖊	丷{叚右角}{女下}亠{身字框}
𘖋	丷{叚右角}{女下}丷乛丿㐅㐅
𘖌	丷{叚右角}{女下}{叚右角}一{身字框}
𘖍	丷{叚右角}{女下}乛{横两点}{身字框}
𘖎	丷{叚右角}{女下}亠丨{女下}
𘖏	丷{叚右角}{女下}亠几二
𘖐	丷{叚右角}{女下}厂又几一
𘖑	丷{叚右角}{女下}乛卄{女下}
𘖒	丷{叚右角}{女下}䒑一乛丿匕
𘖓	丷{叚右角}{女下}{叚右角}乛丷乛{乔字底}
𘖔	丷{叚右角}{女下}一{带字头}{横两撇}人丨
𘖕	丷{叚右角}{女下}{叚右角}{纵两撇}㐅亠匕
𘖖	丷{叚右角}{女下}一{舞字头无卧人}{舞字头无卧人}
𘖗	丷{叚右角}{女下}一卄{身字框}{纵两撇}㐅一
𘖘	丷{叚右角}{女下}一卄{身字框}{纵两撇}㐅丶
𘖙	丷乛丿㐅丰一⺃三
𘖚	丷乛丿㐅丰丿{女下}丶
𘖛	丷乛丿㐅{带字头}{纵两撇}㐅
𘖜	丷乛丿㐅{带字头}{带字头}
𘖝	丷乛丿㐅{带字头}丨一几一
𘖞	丷乛丿㐅{带字头}丨{叚右角}几
𘖟	丷乛丿㐅{带字头}{乔字底}一乛丿丿
𘖠	丷乛丿㐅{带字头}{临字旁}{纵两撇}㐅
𘖡	丷乛丿㐅{带字头}{叚右角}乛乛{乔字底}
𘖢	丷乛丿㐅{带字头}干彳丨
𘖣	丷乛丿㐅{带字头}丨{卬字旁}二{化字边}丶
𘖤	丷乛丿㐅{带字头}丿{乔字底}一丌
𘖥	丷乛丿㐅{带字头}{女下}二匕
𘖦	丷乛丿㐅{带字头}{女下}一几丿
𘖧	丷乛丿㐅{带字头}乛丿{尚字头}{卬字旁}乛
𘖨	丷乛丿㐅{带字头}干{叚右角}{身字框}⺃
𘖩	丷乛丿㐅{带字头}厂又{卬字旁}{叚右角}乛
𘖪	丷乛丿㐅{带字头}丨䒑丨{女下}
𘖫	丷乛丿㐅{带字头}{女下}{女下}匕
𘖬	丷乛丿㐅{带字头}{尚字头}{卬字旁}乛{女下}
𘖭	丷乛丿㐅{带字头}丷乛{乔字底}{黽左角}
𘖮	丷乛丿㐅{带字头}乛{乔字底}{身字框}三
𘖯	丷乛丿㐅{带字头}乛{乔字底}{叚右角}{女下}
𘖰	丷乛丿㐅{带字头}乛{卬字旁}丷乛丿㐅
𘖱	丷乛丿㐅{带字头}{卬字旁}乛{刀中}㐅匕
𘖲	丷乛丿㐅{带字头}干{刀中}{身字框}匕
𘖳	丷乛丿㐅{带字头}干{卬字旁}⺃{女下}
𘖴	丷乛丿㐅{带字头}{临字旁}{候右角}干匕
𘖵	丷乛丿㐅{带字头}{尚字头}丿一几二
𘖶	丷乛丿㐅{带字头}丷{经右角}丷几一
𘖷	丷乛丿㐅{带字头}{叚右角}冂丨二匕
𘖸	丷乛丿㐅{带字头}一{身字框}一丷乛丿㐅
𘖹	丷乛丿㐅{带字头}{临字旁}丿乂一{女下}乛
𘖺	丷乛丿㐅{带字头}{女下}{候右角}干匕
𘖻	丷乛丿㐅{带字头}{埓上角}乂乛川
𘖼	丷乛丿㐅{带字头}{刀中}{乔字底}丷乛丿㐅
𘖽	丷乛丿㐅{带字头}丷乛{乔字底}二{女下}
𘖾	丷乛丿㐅{带字头}丷乛{乔字底}一{女下}乛
𘖿	丷乛丿㐅{带字头}乛丶丨{卬字旁}乛二{黽左角}
𘗀	丷乛丿㐅{带字头}{卬字旁}丿丰{纵两撇}㐅
𘗁	丷乛丿㐅{带字头}丿丰丷乛丿匕
𘗂	丷乛丿㐅{带字头}{纵两撇}㐅{尚字头}{卬字旁}乛二
𘗃	丷乛丿㐅{带字头}{纵两撇}㐅乛卄{女下}
𘗄	丷乛丿㐅{带字头}{女下}亠一乛二匕
𘗅	丷乛丿㐅{带字头}乛{带字头}{身字框}{纵两撇}㐅
𘗆	丷乛丿㐅{带字头}一{身字框}一丷乛丿㐅匕
𘗇	丷乛丿㐅{带字头}彳乛丶䒑{化字边}丶
𘗈	丷乛丿㐅{带字头}亠一乛二䒑几丿
𘗉	丷乛丿㐅{带字头}乛卄{女下}{女下}乂
𘗊	丷乛丿㐅{带字头}一{女下}{女下}䒑{化字边}丶
𘗋	丷乛丿㐅{带字头}{纵两撇}㐅{举字底}丷乛丿㐅
𘗌	丷乛丿㐅{带字头}{纵两撇}㐅二{身字框}{叚右角}{化字边}丶
𘗍	丷乛丿㐅{带字头}乛卄{女下}䒑一匕
𘗎	丷乛丿㐅{带字头}厂又{身字框}一{尚字头}{卬字旁}乛二
𘗏	丷乛丿㐅{带字头}丷乛丿㐅一{女下}{纵两撇}㐅
𘗐	丷乛丿㐅丨{举字底}
𘗑	丷乛丿㐅丨{举字底}一丌
𘗒	丷乛丿㐅丨{举字底}厂又
𘗓	丷乛丿㐅丨{举字底}一{叚右角}{身字框}
𘗔	丷乛丿㐅丨{举字底}䒑十
𘗕	丷乛丿㐅丨{举字底}{叚右角}{化字边}丶
𘗖	丷乛丿㐅丨{举字底}乛丿{女下}
𘗗	丷乛丿㐅丨{举字底}{纵两撇}㐅匕
𘗘	丷乛丿㐅丨{举字底}䒑{女下}
𘗙	丷乛丿㐅丨{举字底}厶丶{女下}
𘗚	丷乛丿㐅丨{举字底}丨亠一{女下}
𘗛	丷乛丿㐅丨{举字底}⺃{女下}匕
𘗜	丷乛丿㐅丨{举字底}丷土{身字框}一⺃三
𘗝	丷乛丿㐅{身字框}二厂又
𘗞	丷乛丿㐅{身字框}二{横两撇}{身字框}一
𘗟	丷乛丿㐅{身字框}二丷乛丿丿
𘗠	丷乛丿㐅{身字框}二{叚右角}{女下}
𘗡	丷乛丿㐅{身字框}二{刀中}{叚右角}{身字框}
𘗢	丷乛丿㐅{身字框}二一{带字头}几一
𘗣	丷乛丶{举字底}丿{女下}丶
𘗤	丷乛丶𘠸
𘗥	丷乛丶𘠸{黽左角}
𘗦	丷乛丶𘠸{纵两撇}㐅
𘗧	{叚右角}一丨{卢字头}乛乛丿丨
𘗨	{叚右角}一丨{卢字头}乛乛丨{卬字旁}乛二
𘗩	{叚右角}一{身字框}二丨{叚右角}一{身字框}二
𘗪	{叚右角}一几二
𘗫	{叚右角}一{身字框}二二匕
𘗬	{叚右角}一{身字框}二{纵两撇}㐅
𘗭	{叚右角}一{身字框}二{刀中}几丿
𘗮	{叚右角}一{身字框}二乛丿{女下}
𘗯	{叚右角}一{身字框}二丷丨{女下}
𘗰	{叚右角}一{身字框}二{舞字头无卧人}匕
𘗱	{叚右角}一{身字框}二{刀中}几亠{女下}
𘗲	{叚右角}一丿{女下}一⺃三
𘗳	{叚右角}亻{举字底}匕
𘗴	{候右角}{女下}乂
𘗵	{候右角}{女下}乂⺃{横两撇}乂
𘗶	{候右角}{女下}乂乛丨{举字底}匕
𘗷	{候右角}{女下}乂{卢字头}乛二{女下}丶
𘗸	{叚右角}䒑十一{身字框}二
𘗹	{叚右角}䒑十{女下}{纵两撇}㐅
𘗺	{叚右角}䒑十丿{乔字底}亠一{身字框}
𘗻	{候右角}{尚字头}{卬字旁}乛十{卬字旁}
𘗼	{候右角}{尚字头}{卬字旁}乛{黽左角}
𘗽	{叚右角}{叚右角}{身字框}一{纵两撇}㐅
𘗾	{叚右角}{叚右角}{身字框}一⺃{女下}
𘗿	{叚右角}{叚右角}{身字框}一{乍字底}乛二
𘘀	{叚右角}{叚右角}{身字框}一䒑几丿
𘘁	{叚右角}{叚右角}{身字框}一卌{卢字头}乛
𘘂	{叚右角}{叚右角}{身字框}一二{身字框}{叚右角}{化字边}丶
𘘃	{叚右角}{叚右角}冂丨匕
𘘄	{叚右角}{叚右角}冂丨二匕
𘘅	{叚右角}{叚右角}冂丨厂又
𘘆	{叚右角}{叚右角}冂丨几二
𘘇	{叚右角}{叚右角}冂丨彡㐅
𘘈	{叚右角}{叚右角}冂丨丷丨{女下}
𘘉	{叚右角}{叚右角}冂丨{带字头}乛{举字底}
𘘊	{叚右角}{叚右角}冂丨䒑一{身字框}二
𘘋	己二二{女下}
𘘌	己二二彡㐅
𘘍	己二二丿{女下}丶
𘘎	己二二丷丨{女下}
𘘏	己二二{卬字旁}彳乛丶
𘘐	乛卄干一乛㐅
𘘑	乛卄干{纵两撇}㐅
𘘒	乛卄干亠{女下}
𘘓	乛卄干彐{身字框}
𘘔	乛卄干一{纵两撇}㐅丨
𘘕	乛卄干亠{纵两撇}㐅
𘘖	乛卄干䒑几丿
𘘗	乛卄干{尚字头}一{身字框}
𘘘	乛卄干丨乛卄干
𘘙	乛龷{身字框}匕
𘘚	乛龷{身字框}{叚右角}乛
𘘛	乛龷{身字框}{卢字头}乛二
𘘜	乛龷{身字框}{纵两撇}㐅丨
𘘝	乛龷{身字框}{女下}{女下}
𘘞	乛龷{身字框}{尚字头}{卬字旁}乛
𘘟	乛龷{身字框}䒑丨{女下}
𘘠	乛龷{身字框}{女下}{横两撇}人丨
𘘡	乛龷{身字框}{女下}{女下}匕
𘘢	乛{带字头}几{纵两撇}㐅
𘘣	乛卄{女下}乛丿
𘘤	乛卄{女下}
𘘥	乛卄{女下}乛丿
𘘦	乛卄{女下}{卢字头}乛
𘘧	乛卄{女下}{卢字头}乛一
𘘨	乛卄{女下}几二
𘘩	乛卄{女下}丷乛丿
𘘪	乛卄{女下}乛{女下}
𘘫	乛卄{女下}⺃三
𘘬	乛卄{女下}二{女下}
𘘭	乛卄{女下}一{身字框}二
𘘮	乛卄{女下}一几二
𘘯	乛卄{女下}一几二
𘘰	乛卄{女下}一{女下}乛
𘘱	乛卄{女下}一{叚右角}{身字框}
𘘲	乛卄{女下}一乛{化字边}丶
𘘳	乛卄{女下}亠几一
𘘴	乛卄{女下}亠{女下}
𘘵	乛卄{女下}{刀中}几丿
𘘶	乛卄{女下}丷乛{乔字底}
𘘷	乛卄{女下}{叚右角}一{身字框}
𘘸	乛卄{女下}乛{横两点}{身字框}
𘘹	乛卄{女下}二{身字框}二
𘘺	乛卄{女下}二{身字框}匕
𘘻	乛卄{女下}一几二丿
𘘼	乛卄{女下}丨{刀中}{女下}
𘘽	乛卄{女下}丨乛井
𘘾	乛卄{女下}彳乛丶
𘘿	乛卄{女下}{女下}丶匕
𘙀	乛卄{女下}亠一{女下}
𘙁	乛卄{女下}䒑一匕
𘙂	乛卄{女下}䒑巾
𘙃	乛卄{女下}{尚字头}一{身字框}
𘙄	乛卄{女下}{刀中}几二
𘙅	乛卄{女下}丷乛丿㐅
𘙆	乛卄{女下}{候右角}丨几一
𘙇	乛卄{女下}{叚右角}{身字框}匕
𘙈	乛卄{女下}乛丨{卬字旁}乛二
𘙉	乛卄{女下}{卢字头}乛{纵两撇}㐅
𘙊	乛卄{女下}丨丷乛丿㐅
𘙋	乛卄{女下}䒑十匕
𘙌	乛卄{女下}乛卄{女下}
𘙍	乛卄{女下}{带字头}乛{举字底}
𘙎	乛卄{女下}一几二乛㐅
𘙏	乛卄{女下}丨{叚右角}{身字框}一匕
𘙐	乛卄{女下}{纵两撇}㐅一{女下}
𘙑	乛卄{女下}{女下}乛丨{举字底}
𘙒	乛卄{女下}{女下}{卬字旁}{纵两撇}㐅
𘙓	乛卄{女下}亠一{女下}匕
𘙔	乛卄{女下}䒑十{黽左角}
𘙕	乛卄{女下}䒑一{身字框}二
𘙖	乛卄{女下}丷{叚右角}一{身字框}一
𘙗	乛卄{女下}乛卄{女下}乛
𘙘	乛卄{女下}{卬字旁}{女下}乛丿{身字框}
𘙙	乛卄{女下}一几二{纵两撇}㐅
𘙚	乛卄{女下}{纵两撇}㐅一{女下}丨
𘙛	乛卄{女下}{刀中}几一{身字框}二
𘙜	乛卄{女下}{刀中}几{尚字头}{卬字旁}乛
𘙝	乛卄{女下}乛龷{身字框}匕
𘙞	乛卄{女下}{卬字旁}乛{刀中}{身字框}一匕
𘙟	乛卄{女下}{女下}乛卄{女下}
𘙠	乛卄{女下}{女下}{卬字旁}䒑一{身字框}
𘙡	乛卄{女下}乛{横两点}丨{身字框}{纵两撇}㐅
𘙢	乛卄{女下}{纵两撇}㐅乛卄{女下}
𘙣	乛卄{女下}䒑十亠一{女下}
𘙤	乛卄{女下}䒑{女下}{横两撇}人丨
𘙥	乛卄{女下}一{且无横}乛㐅{纵两撇}㐅
𘙦	乛卄{女下}一{带字头}䒑十{黽左角}
𘙧	乛卄{女下}䒑{女下}{候右角}干匕
𘙨	乛丨二二丨{卬字旁}{刀中}几丿
𘙩	乛丨二二丨厶丶几二
𘙪	乛丨二二丨亠丷乛丿㐅
𘙫	乛{乍字底}{身字框}一{纵两撇}㐅
𘙬	乛丶{举字底}{临字旁}
𘙭	乛丶{举字底}{临字旁}亠{女下}
𘙮	乛丶{举字底}{临字旁}{刀中}{女下}
𘙯	乛丶{举字底}{临字旁}⺃{横两撇}乂
𘙰	乛丶{举字底}{临字旁}䒑{化字边}丶
𘙱	乛丶{举字底}{临字旁}䒑⺃{横两撇}乂
𘙲	乛丶丨{卬字旁}乛二{黽左角}
𘙳	乛丶丨{卬字旁}乛二一{身字框}一
𘙴	乛丶丨{卬字旁}乛二厂又
𘙵	乛丶丨{卬字旁}乛二一{女下}
𘙶	乛丶丨{卬字旁}乛二几{纵两撇}㐅
𘙷	乛丶丨{卬字旁}乛二䒑二{化字边}
𘙸	乛丶丨{卬字旁}乛二丨乛丶丨{卬字旁}乛二
𘙹	乛丶丨{卬字旁}乛二{带字头}乛丶𘠸
𘙺	乛丶丨{卬字旁}乛二一{带字头}{纵两撇}㐅丨
𘙻	乛丶丨{卬字旁}乛二{舞字头无卧人}{纵两撇}㐅丨
𘙼	乛丶丨{卬字旁}乛二丿{女下}丶乛丿{尚字头}{卬字旁}乛
𘙽	乛{横两点}丨{女下}{女下}丶
𘙾	乛{横两点}丨{女下}{刀中}几一
𘙿	乛{横两点}{纵两撇}㐅乛卄{女下}{叚右角}乛
𘚀	{卬字旁}彳乛丶亠一乛二
𘚁	{卬字旁}彳乛丶丨⺃{女下}丨
𘚂	一{带字头}{卢字头}乛{女下}丶
𘚃	一{带字头}{卢字头}乛丷乛丿
𘚄	一{带字头}{卢字头}乛{卢字头}乛二
𘚅	一{带字头}{卢字头}乛{尚字头}{卬字旁}乛
𘚆	一{带字头}{女下}厂又
𘚇	一{带字头}{女下}一{叚右角}{身字框}
𘚈	一{带字头}{女下}{卢字头}乛二
𘚉	一{带字头}{女下}{学字头}二{化字边}丶
𘚊	一{带字头}{女下}{学字头}丅{女下}
𘚋	二{女下}{女下}{纵两撇}㐅
𘚌	龷{且无横}二匕
𘚍	{带字头}{纵两撇}㐅{卢字头}乛二
𘚎	{带字头}{纵两撇}㐅{叚右角}{身字框}一
𘚏	{带字头}{刀中}{乔字底}{叚右角}{举字底}{纵两撇}㐅
𘚐	{带字头}丷乛丿
𘚑	{带字头}丷乛丿亠乛
𘚒	{带字头}丷乛丿丷乛丿㐅几一
𘚓	{带字头}乛{举字底}{卢字头}乛二
𘚔	一丨丷乛丿㐅乛井
𘚕	一{且无横}一{身字框}一⺃{女下}丨
𘚖	一{且无横}一{身字框}厶丶二{身字框}
𘚗	一{且无横}一{身字框}亠一{女下}几一
𘚘	一几二乛㐅{纵两撇}㐅
𘚙	一几二乛㐅{刀中}几丿
𘚚	一几二乛㐅{乍字底}乛二
𘚛	一几二乛㐅⺃{横两撇}乂
𘚜	一几二乛㐅乛丨{卬字旁}乛二
𘚝	一几二乛㐅{女下}{纵两撇}㐅
𘚞	一几二乛㐅{候右角}⺃{横两撇}乂
𘚟	一几二乛㐅丷乛丿㐅一几丿
𘚠	厂{叚右角}{身字框}二
𘚡	厂{叚右角}{身字框}二⺃{横两撇}乂
𘚢	一{身字框}{女下}乂匕
𘚣	一{身字框}{女下}乂{临字旁}二{身字框}二
𘚤	厂又{带字头}丷土{身字框}
𘚥	厂又厂又匕
𘚦	厂又厂又{纵两撇}㐅
𘚧	厂又厂又丨丷乛丿㐅
𘚨	一{女下}{纵两撇}㐅{纵两撇}㐅
𘚩	{临字旁}二{身字框}二十{卬字旁}
𘚪	{临字旁}二{身字框}二{纵两撇}㐅
𘚫	{临字旁}二{身字框}二丿{化字边}丶
𘚬	{临字旁}二{身字框}二{刀中}㐅
𘚭	{临字旁}二{身字框}二一乛川
𘚮	{临字旁}二{身字框}二丨{女下}丶
𘚯	{临字旁}二{身字框}二{横两撇}{身字框}一
𘚰	{临字旁}二{身字框}二亠{女下}
𘚱	{临字旁}二{身字框}二{尚字头}{卬字旁}乛
𘚲	{临字旁}二{身字框}二{叚右角}{化字边}丶
𘚳	{临字旁}二{身字框}二一几二丿
𘚴	{临字旁}二{身字框}二⺃{横两撇}乂
𘚵	{临字旁}二{身字框}二䒑几一
𘚶	{临字旁}二{身字框}二{纵两撇}㐅{黽左角}
𘚷	{临字旁}二{身字框}二⺃{女下}匕
𘚸	{临字旁}二{身字框}二乛{举字底}{女下}
𘚹	{临字旁}二{身字框}二一{身字框}{纵两撇}㐅
𘚺	{临字旁}二{身字框}二乛卄乛龷
𘚻	{且无横}{纵两撇}㐅几二{纵两撇}㐅
𘚼	{纵两撇}㐅{且无横}{纵两撇}㐅{且无横}
𘚽	{纵两撇}㐅{且无横}{纵两撇}㐅几二
𘚾	{纵两撇}㐅{且无横}一几二{纵两撇}㐅
𘚿	亠卄{身字框}一一{叚右角}{身字框}
𘛀	亠{乍字底}一{身字框}{纵两撇}㐅
𘛁	亠{乍字底}一{身字框}乛丨三
𘛂	亠{乍字底}一{身字框}丷土{女下}
𘛃	广丷乛{乔字底}
𘛄	亠丨丷乛{乔字底}{卢字头}乛二
𘛅	广丷乛{乔字底}{卢字头}乛三
𘛆	亠丷乛丿㐅{身字框}
𘛇	亠丷乛丿㐅一{身字框}一
𘛈	亠丷乛丿㐅一几丿
𘛉	亠丷乛丿㐅几二
𘛊	亠丷乛丿㐅丷乛{乔字底}
𘛋	䒑一{身字框}二丰{尚字头}{卬字旁}乛
𘛌	䒑一{身字框}二丿{女下}丶丷乛丿
𘛍	䒑一{女下}丨
𘛎	䒑一{女下}丨丨一{身字框}二
𘛏	䒑一{女下}丨丷乛丿㐅
𘛐	䒑{临字旁}干一乛丿
𘛑	䒑{临字旁}干一乛丿丿
𘛒	䒑丨一{身字框}⺃{纵两撇}㐅
𘛓	丷土{女下}二匕
𘛔	䒑丨一乛㐅{叚右角}{身字框}二
𘛕	䒑{临字旁}{女下}{叚右角}一乛丶𘠸丨
𘛖	䒑几三
𘛗	䒑{身字框}三{尚字头}一{身字框}
𘛘	䒑丿丨三{叚右角}{身字框}二
𘛙	䒑{横两撇}{身字框}一
𘛚	䒑{横两撇}{身字框}一一几丿
𘛛	䒑⺃{女下}{纵两撇}㐅
𘛜	䒑{尚字头}{卬字旁}乛
𘛝	䒑{尚字头}{卬字旁}乛丨亠{女下}
𘛞	䒑丷乛丿㐅㐅一{叚右角}{身字框}
𘛟	䒑丷乛丿㐅㐅二{身字框}二丨
𘛠	{尚字头}一{身字框}二二匕
𘛡	丷丨⺃{女下}厂又几一
𘛢	{刀中}{身字框}{纵两撇}㐅一丨匕
𘛣	{刀中}{身字框}{纵两撇}㐅己丿
𘛤	{刀中}亠{身字框}二{女下}乛
𘛥	{刀中}亠{身字框}二一{女下}丨
𘛦	{刀中}丷{叚右角}{身字框}{女下}几一
𘛧	丷{叚右角}一{身字框}一二匕
𘛨	丷{叚右角}一{身字框}一丿{女下}丶
𘛩	丷{叚右角}丨{女下}乛丨{举字底}
𘛪	丷{叚右角}{身字框}二{纵两撇}㐅
𘛫	丷{叚右角}{身字框}{横两撇}丿匕
𘛬	丷{叚右角}{纵两撇}㐅乛川
𘛭	丷{叚右角}{纵两撇}㐅丨乛卄{女下}
𘛮	丷{叚右角}{刀中}{身字框}{纵两撇}㐅
𘛯	丷{叚右角}{刀中}{身字框}{女下}乂
𘛰	丷{叚右角}{刀中}{身字框}乛{横两点}{纵两撇}㐅
𘛱	丷{叚右角}{刀中}{身字框}{带字头}{尚字头}{卬字旁}乛
𘛲	丷{叚右角}{刀中}{身字框}{女下}乂二匕
𘛳	丷{叚右角}{刀中}{身字框}一{带字头}{卢字头}乛{女下}
𘛴	丷{叚右角}{刀中}{身字框}一{带字头}{横两撇}人丨{纵两撇}㐅
𘛵	丷{经右角}{纵两撇}㐅
𘛶	丷{经右角}{纵两撇}㐅一乛丿
𘛷	丷{经右角}{纵两撇}㐅一丌
𘛸	丷{经右角}{纵两撇}㐅丿{女下}
𘛹	丷{经右角}{纵两撇}㐅{刀中}㐅
𘛺	丷{经右角}{纵两撇}㐅一乛丿匕
𘛻	丷{经右角}{纵两撇}㐅一几二丿
𘛼	丷{经右角}{纵两撇}㐅一{刀中}几二丿
𘛽	{叚右角}一{横两撇}人丨
𘛾	{叚右角}一{横两撇}人丨亠{女下}
𘛿	{叚右角}一{横两撇}人丨{带字头}乛丶𘠸
𘜀	{叚右角}一{叚右角}{举字底}{纵两撇}㐅
𘜁	{叚右角}一{叚右角}{举字底}一丿{女下}
𘜂	{候右角}丷乛丿㐅㐅{黽左角}
𘜃	乛龷{女下}丨一{身字框}二
𘜄	乛龷{女下}丨乛龷{女下}
𘜅	乛龷{女下}{纵两撇}㐅一{身字框}二
𘜆	乛龷{女下}一{身字框}二乛卄{女下}
𘜇	乛{舞字头无卧人}乛丿
𘜈	乛{舞字头无卧人}乛丿{纵两撇}㐅
𘜉	乛卄几二
𘜊	乛卄{身字框}二䒑{女下}
𘜋	乛卄{身字框}二一{女下}{女下}
𘜌	乛卄{身字框}二一{女下}{纵两撇}㐅
𘜍	乛{带字头}{身字框}一匕
𘜎	乛卄{女下}{卬字旁}乛{横两点}{身字框}
𘜏	乛卄{女下}{卬字旁}䒑一乛丿匕
𘜐	乛卄{女下}{卬字旁}䒑丨{女下}乛
𘜑	乛卄{刀中}{乔字底}乛
𘜒	乛卄{刀中}{乔字底}匕
𘜓	乛卄{刀中}{乔字底}一几丿
𘜔	乛卄{刀中}{乔字底}{纵两撇}㐅
𘜕	乛卄{刀中}{乔字底}丷乛丿
𘜖	乛卄{刀中}{乔字底}一{身字框}二
𘜗	乛卄{刀中}{乔字底}亠{身字框}匕
